SampleID,adiv_observed_otus,temperature_deg_c,ph,salinity_psu,oxygen_mg_per_l,phosphate_umol_per_l,ammonium_umol_per_l,nitrate_umol_per_l,sulfate_umol_per_l
X550.L2S242.s.2.sequence,118,,,,,,,,
X550.L2S243.s.2.sequence,167,,,,,,,,
X550.L2S244.s.2.sequence,77,,,,,,,,
X550.L2S245.s.2.sequence,131,,,,,,,,
X550.L2S246.s.2.sequence,278,,,,,,,,
X550.L2S247.s.2.sequence,190,,,,,,,,
X550.L2S248.s.2.sequence,169,,,,,,,,
X550.L2S249.s.2.sequence,234,,,,,,,,
X550.L2S25.s.2.sequence,175,,,,,,,,
X550.L2S250.s.2.sequence,191,,,,,,,,
X550.L2S251.s.2.sequence,255,,,,,,,,
X550.L2S252.s.2.sequence,261,,,,,,,,
X550.L2S253.s.2.sequence,286,,,,,,,,
X550.L2S254.s.2.sequence,473,,,,,,,,
X550.L2S255.s.2.sequence,467,,,,,,,,
X550.L2S256.s.2.sequence,222,,,,,,,,
X550.L2S257.s.2.sequence,138,,,,,,,,
X550.L2S258.s.2.sequence,96,,,,,,,,
X550.L2S259.s.2.sequence,189,,,,,,,,
X550.L2S26.s.2.sequence,139,,,,,,,,
X550.L2S260.s.2.sequence,258,,,,,,,,
X550.L2S261.s.2.sequence,406,,,,,,,,
X550.L2S262.s.2.sequence,393,,,,,,,,
X550.L2S263.s.2.sequence,240,,,,,,,,
X550.L2S264.s.2.sequence,217,,,,,,,,
X550.L2S265.s.2.sequence,258,,,,,,,,
X550.L2S267.s.2.sequence,265,,,,,,,,
X550.L2S268.s.2.sequence,477,,,,,,,,
X550.L2S269.s.2.sequence,254,,,,,,,,
X550.L2S270.s.2.sequence,345,,,,,,,,
X550.L2S271.s.2.sequence,167,,,,,,,,
X550.L2S272.s.2.sequence,294,,,,,,,,
X550.L2S273.s.2.sequence,251,,,,,,,,
X550.L2S274.s.2.sequence,240,,,,,,,,
X550.L2S275.s.2.sequence,412,,,,,,,,
X550.L2S276.s.2.sequence,146,,,,,,,,
X550.L2S277.s.2.sequence,169,,,,,,,,
X550.L2S278.s.2.sequence,278,,,,,,,,
X550.L2S279.s.2.sequence,322,,,,,,,,
X550.L2S28.s.2.sequence,168,,,,,,,,
X550.L2S280.s.2.sequence,244,,,,,,,,
X550.L2S281.s.2.sequence,171,,,,,,,,
X550.L2S282.s.2.sequence,232,,,,,,,,
X550.L2S283.s.2.sequence,241,,,,,,,,
X550.L2S284.s.2.sequence,287,,,,,,,,
X550.L2S285.s.2.sequence,238,,,,,,,,
X550.L2S286.s.2.sequence,264,,,,,,,,
X550.L2S287.s.2.sequence,206,,,,,,,,
X550.L2S289.s.2.sequence,464,,,,,,,,
X550.L2S29.s.2.sequence,146,,,,,,,,
X550.L2S290.s.2.sequence,324,,,,,,,,
X550.L2S291.s.2.sequence,344,,,,,,,,
X550.L2S292.s.2.sequence,338,,,,,,,,
X550.L2S293.s.2.sequence,288,,,,,,,,
X550.L2S294.s.2.sequence,281,,,,,,,,
X550.L2S295.s.2.sequence,295,,,,,,,,
X550.L2S296.s.2.sequence,230,,,,,,,,
X550.L2S297.s.2.sequence,197,,,,,,,,
X550.L2S298.s.2.sequence,348,,,,,,,,
X550.L2S299.s.2.sequence,323,,,,,,,,
X550.L2S3.s.2.sequence,131,,,,,,,,
X550.L2S30.s.2.sequence,121,,,,,,,,
X550.L2S300.s.2.sequence,253,,,,,,,,
X550.L2S301.s.2.sequence,91,,,,,,,,
X550.L2S302.s.2.sequence,322,,,,,,,,
X550.L2S303.s.2.sequence,118,,,,,,,,
X550.L2S304.s.2.sequence,215,,,,,,,,
X550.L2S305.s.2.sequence,198,,,,,,,,
X550.L2S306.s.2.sequence,220,,,,,,,,
X550.L2S307.s.2.sequence,230,,,,,,,,
X550.L2S308.s.2.sequence,292,,,,,,,,
X550.L2S309.s.2.sequence,266,,,,,,,,
X550.L2S31.s.2.sequence,160,,,,,,,,
X550.L2S310.s.2.sequence,137,,,,,,,,
X550.L2S311.s.2.sequence,227,,,,,,,,
X550.L2S312.s.2.sequence,371,,,,,,,,
X550.L2S313.s.2.sequence,232,,,,,,,,
X550.L2S314.s.2.sequence,274,,,,,,,,
X550.L2S315.s.2.sequence,316,,,,,,,,
X550.L2S316.s.2.sequence,257,,,,,,,,
X550.L2S317.s.2.sequence,226,,,,,,,,
X550.L2S318.s.2.sequence,313,,,,,,,,
X550.L2S319.s.2.sequence,151,,,,,,,,
X550.L2S32.s.2.sequence,127,,,,,,,,
X550.L2S320.s.2.sequence,153,,,,,,,,
X550.L2S321.s.2.sequence,364,,,,,,,,
X550.L2S322.s.2.sequence,57,,,,,,,,
X550.L2S323.s.2.sequence,159,,,,,,,,
X550.L2S324.s.2.sequence,359,,,,,,,,
X550.L2S325.s.2.sequence,86,,,,,,,,
X550.L2S326.s.2.sequence,199,,,,,,,,
X550.L2S327.s.2.sequence,292,,,,,,,,
X550.L2S328.s.2.sequence,193,,,,,,,,
X550.L2S329.s.2.sequence,273,,,,,,,,
X550.L2S33.s.2.sequence,132,,,,,,,,
X550.L2S330.s.2.sequence,346,,,,,,,,
X550.L2S331.s.2.sequence,111,,,,,,,,
X550.L2S332.s.2.sequence,67,,,,,,,,
X550.L2S333.s.2.sequence,366,,,,,,,,
X550.L2S334.s.2.sequence,394,,,,,,,,
X550.L2S335.s.2.sequence,366,,,,,,,,
X550.L2S336.s.2.sequence,323,,,,,,,,
X550.L2S337.s.2.sequence,270,,,,,,,,
X550.L2S338.s.2.sequence,280,,,,,,,,
X550.L2S339.s.2.sequence,110,,,,,,,,
X550.L2S34.s.2.sequence,140,,,,,,,,
X550.L2S340.s.2.sequence,113,,,,,,,,
X550.L2S341.s.2.sequence,421,,,,,,,,
X550.L2S342.s.2.sequence,93,,,,,,,,
X550.L2S343.s.2.sequence,35,,,,,,,,
X550.L2S344.s.2.sequence,188,,,,,,,,
X550.L2S345.s.2.sequence,404,,,,,,,,
X550.L2S346.s.2.sequence,310,,,,,,,,
X550.L2S347.s.2.sequence,369,,,,,,,,
X550.L2S348.s.2.sequence,193,,,,,,,,
X550.L2S349.s.2.sequence,184,,,,,,,,
X550.L2S35.s.2.sequence,121,,,,,,,,
X550.L2S350.s.2.sequence,306,,,,,,,,
X550.L2S351.s.2.sequence,265,,,,,,,,
X550.L2S352.s.2.sequence,251,,,,,,,,
X550.L2S353.s.2.sequence,196,,,,,,,,
X550.L2S354.s.2.sequence,190,,,,,,,,
X550.L2S355.s.2.sequence,516,,,,,,,,
X550.L2S356.s.2.sequence,38,,,,,,,,
X550.L2S357.s.2.sequence,215,,,,,,,,
X550.L2S358.s.2.sequence,400,,,,,,,,
X550.L2S359.s.2.sequence,382,,,,,,,,
X550.L2S36.s.2.sequence,132,,,,,,,,
X550.L2S360.s.2.sequence,297,,,,,,,,
X550.L2S361.s.2.sequence,533,,,,,,,,
X550.L2S362.s.2.sequence,667,,,,,,,,
X550.L2S363.s.2.sequence,108,,,,,,,,
X550.L2S364.s.2.sequence,322,,,,,,,,
X550.L2S365.s.2.sequence,528,,,,,,,,
X550.L2S366.s.2.sequence,355,,,,,,,,
X550.L2S367.s.2.sequence,244,,,,,,,,
X550.L2S368.s.2.sequence,323,,,,,,,,
X550.L2S369.s.2.sequence,306,,,,,,,,
X550.L2S370.s.2.sequence,550,,,,,,,,
X550.L2S371.s.2.sequence,286,,,,,,,,
X550.L2S372.s.2.sequence,402,,,,,,,,
X550.L2S373.s.2.sequence,354,,,,,,,,
X550.L2S374.s.2.sequence,137,,,,,,,,
X550.L2S376.s.2.sequence,114,,,,,,,,
X550.L2S377.s.2.sequence,349,,,,,,,,
X550.L2S378.s.2.sequence,372,,,,,,,,
X550.L2S379.s.2.sequence,77,,,,,,,,
X550.L2S38.s.2.sequence,140,,,,,,,,
X550.L2S380.s.2.sequence,436,,,,,,,,
X550.L2S381.s.2.sequence,354,,,,,,,,
X550.L2S382.s.2.sequence,231,,,,,,,,
X550.L2S383.s.2.sequence,215,,,,,,,,
X550.L2S39.s.2.sequence,149,,,,,,,,
X550.L2S4.s.2.sequence,126,,,,,,,,
X550.L2S40.s.2.sequence,180,,,,,,,,
X550.L2S41.s.2.sequence,146,,,,,,,,
X550.L2S42.s.2.sequence,120,,,,,,,,
X550.L2S43.s.2.sequence,150,,,,,,,,
X550.L2S44.s.2.sequence,128,,,,,,,,
X550.L2S45.s.2.sequence,127,,,,,,,,
X550.L2S46.s.2.sequence,133,,,,,,,,
X550.L2S47.s.2.sequence,137,,,,,,,,
X550.L2S48.s.2.sequence,120,,,,,,,,
X550.L2S49.s.2.sequence,128,,,,,,,,
X550.L2S5.s.2.sequence,152,,,,,,,,
X550.L2S50.s.2.sequence,118,,,,,,,,
X550.L2S51.s.2.sequence,125,,,,,,,,
X550.L2S52.s.2.sequence,130,,,,,,,,
X550.L2S53.s.2.sequence,131,,,,,,,,
X550.L2S54.s.2.sequence,128,,,,,,,,
X550.L2S55.s.2.sequence,133,,,,,,,,
X550.L2S56.s.2.sequence,125,,,,,,,,
X550.L2S57.s.2.sequence,71,,,,,,,,
X550.L2S58.s.2.sequence,123,,,,,,,,
X550.L2S59.s.2.sequence,113,,,,,,,,
X550.L2S6.s.2.sequence,150,,,,,,,,
X550.L2S60.s.2.sequence,137,,,,,,,,
X550.L2S61.s.2.sequence,124,,,,,,,,
X550.L2S62.s.2.sequence,131,,,,,,,,
X550.L2S63.s.2.sequence,131,,,,,,,,
X550.L2S64.s.2.sequence,180,,,,,,,,
X550.L2S65.s.2.sequence,148,,,,,,,,
X550.L2S66.s.2.sequence,124,,,,,,,,
X550.L2S67.s.2.sequence,101,,,,,,,,
X550.L2S68.s.2.sequence,167,,,,,,,,
X550.L2S69.s.2.sequence,125,,,,,,,,
X550.L2S7.s.2.sequence,132,,,,,,,,
X550.L2S70.s.2.sequence,146,,,,,,,,
X550.L2S71.s.2.sequence,89,,,,,,,,
X550.L2S72.s.2.sequence,113,,,,,,,,
X550.L2S73.s.2.sequence,128,,,,,,,,
X550.L2S74.s.2.sequence,117,,,,,,,,
X550.L2S75.s.2.sequence,153,,,,,,,,
X550.L2S76.s.2.sequence,145,,,,,,,,
X550.L2S77.s.2.sequence,133,,,,,,,,
X550.L2S78.s.2.sequence,125,,,,,,,,
X550.L2S8.s.2.sequence,113,,,,,,,,
X550.L2S81.s.2.sequence,134,,,,,,,,
X550.L2S82.s.2.sequence,127,,,,,,,,
X550.L2S83.s.2.sequence,121,,,,,,,,
X550.L2S84.s.2.sequence,164,,,,,,,,
X550.L2S86.s.2.sequence,126,,,,,,,,
X550.L2S87.s.2.sequence,128,,,,,,,,
X550.L2S88.s.2.sequence,107,,,,,,,,
X550.L2S89.s.2.sequence,110,,,,,,,,
X550.L2S9.s.2.sequence,143,,,,,,,,
X550.L2S90.s.2.sequence,118,,,,,,,,
X550.L2S91.s.2.sequence,100,,,,,,,,
X550.L2S92.s.2.sequence,111,,,,,,,,
X550.L2S93.s.2.sequence,95,,,,,,,,
X550.L2S94.s.2.sequence,105,,,,,,,,
X550.L2S95.s.2.sequence,141,,,,,,,,
X550.L2S97.s.2.sequence,483,,,,,,,,
X550.L2S98.s.2.sequence,562,,,,,,,,
X550.L2S99.s.2.sequence,385,,,,,,,,
X550.L3S1.s.3.sequence,,,,,,,,,
X550.L3S10.s.3.sequence,,,,,,,,,
X550.L3S100.s.3.sequence,,,,,,,,,
X550.L3S101.s.3.sequence,,,,,,,,,
X550.L3S102.s.3.sequence,,,,,,,,,
X550.L3S103.s.3.sequence,,,,,,,,,
X550.L3S104.s.3.sequence,,,,,,,,,
X550.L3S105.s.3.sequence,,,,,,,,,
X550.L3S106.s.3.sequence,,,,,,,,,
X550.L3S107.s.3.sequence,,,,,,,,,
X550.L3S108.s.3.sequence,,,,,,,,,
X550.L3S109.s.3.sequence,,,,,,,,,
X550.L3S11.s.3.sequence,,,,,,,,,
X550.L3S110.s.3.sequence,,,,,,,,,
X550.L3S111.s.3.sequence,,,,,,,,,
X550.L3S112.s.3.sequence,,,,,,,,,
X550.L3S113.s.3.sequence,,,,,,,,,
X550.L3S114.s.3.sequence,,,,,,,,,
X550.L3S115.s.3.sequence,,,,,,,,,
X550.L3S116.s.3.sequence,,,,,,,,,
X550.L3S117.s.3.sequence,,,,,,,,,
X550.L3S118.s.3.sequence,,,,,,,,,
X550.L3S119.s.3.sequence,,,,,,,,,
X550.L3S12.s.3.sequence,,,,,,,,,
X550.L3S120.s.3.sequence,,,,,,,,,
X550.L3S121.s.3.sequence,,,,,,,,,
X550.L3S122.s.3.sequence,,,,,,,,,
X550.L3S123.s.3.sequence,,,,,,,,,
X550.L3S124.s.3.sequence,,,,,,,,,
X550.L3S125.s.3.sequence,,,,,,,,,
X550.L3S126.s.3.sequence,,,,,,,,,
X550.L3S127.s.3.sequence,,,,,,,,,
X550.L3S128.s.3.sequence,,,,,,,,,
X550.L3S129.s.3.sequence,,,,,,,,,
X550.L3S13.s.3.sequence,,,,,,,,,
X550.L3S130.s.3.sequence,,,,,,,,,
X550.L3S131.s.3.sequence,,,,,,,,,
X550.L3S132.s.3.sequence,,,,,,,,,
X550.L3S133.s.3.sequence,,,,,,,,,
X550.L3S134.s.3.sequence,,,,,,,,,
X550.L3S135.s.3.sequence,,,,,,,,,
X550.L3S136.s.3.sequence,,,,,,,,,
X550.L3S137.s.3.sequence,,,,,,,,,
X550.L3S138.s.3.sequence,,,,,,,,,
X550.L3S139.s.3.sequence,,,,,,,,,
X550.L3S14.s.3.sequence,,,,,,,,,
X550.L3S140.s.3.sequence,,,,,,,,,
X550.L3S142.s.3.sequence,,,,,,,,,
X550.L3S143.s.3.sequence,,,,,,,,,
X550.L3S145.s.3.sequence,,,,,,,,,
X550.L3S146.s.3.sequence,,,,,,,,,
X550.L3S147.s.3.sequence,,,,,,,,,
X550.L3S148.s.3.sequence,,,,,,,,,
X550.L3S149.s.3.sequence,,,,,,,,,
X550.L3S15.s.3.sequence,,,,,,,,,
X550.L3S151.s.3.sequence,,,,,,,,,
X550.L3S153.s.3.sequence,,,,,,,,,
X550.L3S154.s.3.sequence,,,,,,,,,
X550.L3S155.s.3.sequence,,,,,,,,,
X550.L3S158.s.3.sequence,,,,,,,,,
X550.L3S159.s.3.sequence,,,,,,,,,
X550.L3S16.s.3.sequence,,,,,,,,,
X550.L3S161.s.3.sequence,,,,,,,,,
X550.L3S162.s.3.sequence,,,,,,,,,
X550.L3S163.s.3.sequence,,,,,,,,,
X550.L3S164.s.3.sequence,,,,,,,,,
X550.L3S165.s.3.sequence,,,,,,,,,
X550.L3S166.s.3.sequence,,,,,,,,,
X550.L3S167.s.3.sequence,,,,,,,,,
X550.L3S17.s.3.sequence,,,,,,,,,
X550.L3S170.s.3.sequence,,,,,,,,,
X550.L3S171.s.3.sequence,,,,,,,,,
X550.L3S172.s.3.sequence,,,,,,,,,
X550.L3S173.s.3.sequence,,,,,,,,,
X550.L3S174.s.3.sequence,,,,,,,,,
X550.L3S175.s.3.sequence,,,,,,,,,
X550.L3S176.s.3.sequence,,,,,,,,,
X550.L3S177.s.3.sequence,173,,,,,,,,
X550.L3S178.s.3.sequence,,,,,,,,,
X550.L3S179.s.3.sequence,,,,,,,,,
X550.L3S18.s.3.sequence,,,,,,,,,
X550.L3S183.s.3.sequence,,,,,,,,,
X550.L3S185.s.3.sequence,,,,,,,,,
X550.L3S186.s.3.sequence,,,,,,,,,
X550.L3S187.s.3.sequence,,,,,,,,,
X550.L3S188.s.3.sequence,,,,,,,,,
X550.L3S19.s.3.sequence,,,,,,,,,
X550.L3S190.s.3.sequence,,,,,,,,,
X550.L3S191.s.3.sequence,,,,,,,,,
X550.L3S193.s.3.sequence,,,,,,,,,
X550.L3S194.s.3.sequence,,,,,,,,,
X550.L3S195.s.3.sequence,,,,,,,,,
X550.L3S196.s.3.sequence,,,,,,,,,
X550.L3S197.s.3.sequence,,,,,,,,,
X550.L3S198.s.3.sequence,,,,,,,,,
X550.L3S199.s.3.sequence,,,,,,,,,
X550.L3S2.s.3.sequence,,,,,,,,,
X550.L3S20.s.3.sequence,,,,,,,,,
X550.L3S200.s.3.sequence,,,,,,,,,
X550.L3S201.s.3.sequence,,,,,,,,,
X550.L3S202.s.3.sequence,,,,,,,,,
X550.L3S203.s.3.sequence,,,,,,,,,
X550.L3S204.s.3.sequence,,,,,,,,,
X550.L3S205.s.3.sequence,,,,,,,,,
X550.L3S206.s.3.sequence,,,,,,,,,
X550.L3S207.s.3.sequence,,,,,,,,,
X550.L3S208.s.3.sequence,,,,,,,,,
X550.L3S209.s.3.sequence,,,,,,,,,
X550.L3S21.s.3.sequence,,,,,,,,,
X550.L3S210.s.3.sequence,,,,,,,,,
X550.L3S211.s.3.sequence,,,,,,,,,
X550.L3S212.s.3.sequence,,,,,,,,,
X550.L3S213.s.3.sequence,,,,,,,,,
X550.L3S214.s.3.sequence,,,,,,,,,
X550.L3S215.s.3.sequence,,,,,,,,,
X550.L3S216.s.3.sequence,,,,,,,,,
X550.L3S217.s.3.sequence,,,,,,,,,
X550.L3S218.s.3.sequence,,,,,,,,,
X550.L3S219.s.3.sequence,,,,,,,,,
X550.L3S22.s.3.sequence,,,,,,,,,
X550.L3S220.s.3.sequence,,,,,,,,,
X550.L3S221.s.3.sequence,,,,,,,,,
X550.L3S222.s.3.sequence,,,,,,,,,
X550.L3S223.s.3.sequence,,,,,,,,,
X550.L3S224.s.3.sequence,,,,,,,,,
X550.L3S225.s.3.sequence,,,,,,,,,
X550.L3S226.s.3.sequence,,,,,,,,,
X550.L3S227.s.3.sequence,,,,,,,,,
X550.L3S228.s.3.sequence,,,,,,,,,
X550.L3S229.s.3.sequence,,,,,,,,,
X550.L3S23.s.3.sequence,,,,,,,,,
X550.L3S230.s.3.sequence,,,,,,,,,
X550.L3S231.s.3.sequence,,,,,,,,,
X550.L3S232.s.3.sequence,,,,,,,,,
X550.L3S233.s.3.sequence,,,,,,,,,
X550.L3S234.s.3.sequence,,,,,,,,,
X550.L3S235.s.3.sequence,,,,,,,,,
X550.L3S236.s.3.sequence,,,,,,,,,
X550.L3S237.s.3.sequence,,,,,,,,,
X550.L3S238.s.3.sequence,,,,,,,,,
X550.L3S239.s.3.sequence,,,,,,,,,
X550.L3S24.s.3.sequence,,,,,,,,,
X550.L3S240.s.3.sequence,,,,,,,,,
X550.L3S241.s.3.sequence,,,,,,,,,
X550.L3S242.s.3.sequence,,,,,,,,,
X550.L3S243.s.3.sequence,,,,,,,,,
X550.L3S244.s.3.sequence,,,,,,,,,
X550.L3S245.s.3.sequence,,,,,,,,,
X550.L3S246.s.3.sequence,,,,,,,,,
X550.L3S247.s.3.sequence,,,,,,,,,
X550.L3S248.s.3.sequence,,,,,,,,,
X550.L3S249.s.3.sequence,,,,,,,,,
X550.L3S25.s.3.sequence,,,,,,,,,
X550.L3S250.s.3.sequence,,,,,,,,,
X550.L3S251.s.3.sequence,,,,,,,,,
X550.L3S252.s.3.sequence,,,,,,,,,
X550.L3S253.s.3.sequence,,,,,,,,,
X550.L3S254.s.3.sequence,,,,,,,,,
X550.L3S255.s.3.sequence,,,,,,,,,
X550.L3S256.s.3.sequence,,,,,,,,,
X550.L3S257.s.3.sequence,,,,,,,,,
X550.L3S258.s.3.sequence,,,,,,,,,
X550.L3S259.s.3.sequence,,,,,,,,,
X550.L3S26.s.3.sequence,,,,,,,,,
X550.L3S260.s.3.sequence,,,,,,,,,
X550.L3S261.s.3.sequence,,,,,,,,,
X550.L3S262.s.3.sequence,,,,,,,,,
X550.L3S263.s.3.sequence,,,,,,,,,
X550.L3S264.s.3.sequence,,,,,,,,,
X550.L3S265.s.3.sequence,,,,,,,,,
X550.L3S266.s.3.sequence,,,,,,,,,
X550.L3S267.s.3.sequence,,,,,,,,,
X550.L3S268.s.3.sequence,,,,,,,,,
X550.L3S269.s.3.sequence,,,,,,,,,
X550.L3S27.s.3.sequence,,,,,,,,,
X550.L3S270.s.3.sequence,,,,,,,,,
X550.L3S271.s.3.sequence,,,,,,,,,
X550.L3S272.s.3.sequence,,,,,,,,,
X550.L3S274.s.3.sequence,,,,,,,,,
X550.L3S275.s.3.sequence,,,,,,,,,
X550.L3S276.s.3.sequence,,,,,,,,,
X550.L3S277.s.3.sequence,,,,,,,,,
X550.L3S278.s.3.sequence,,,,,,,,,
X550.L3S279.s.3.sequence,,,,,,,,,
X550.L3S28.s.3.sequence,,,,,,,,,
X550.L3S280.s.3.sequence,316,,,,,,,,
X550.L3S281.s.3.sequence,,,,,,,,,
X550.L3S282.s.3.sequence,,,,,,,,,
X550.L3S283.s.3.sequence,,,,,,,,,
X550.L3S284.s.3.sequence,,,,,,,,,
X550.L3S285.s.3.sequence,,,,,,,,,
X550.L3S286.s.3.sequence,,,,,,,,,
X550.L3S287.s.3.sequence,,,,,,,,,
X550.L3S289.s.3.sequence,,,,,,,,,
X550.L3S29.s.3.sequence,,,,,,,,,
X550.L3S290.s.3.sequence,,,,,,,,,
X550.L3S291.s.3.sequence,,,,,,,,,
X550.L3S292.s.3.sequence,,,,,,,,,
X550.L3S293.s.3.sequence,,,,,,,,,
X550.L3S294.s.3.sequence,,,,,,,,,
X550.L3S295.s.3.sequence,,,,,,,,,
X550.L3S296.s.3.sequence,,,,,,,,,
X550.L3S297.s.3.sequence,,,,,,,,,
X550.L3S298.s.3.sequence,,,,,,,,,
X550.L3S299.s.3.sequence,,,,,,,,,
X550.L3S3.s.3.sequence,82,,,,,,,,
X550.L3S30.s.3.sequence,,,,,,,,,
X550.L3S300.s.3.sequence,,,,,,,,,
X550.L3S301.s.3.sequence,,,,,,,,,
X550.L3S302.s.3.sequence,,,,,,,,,
X550.L3S303.s.3.sequence,,,,,,,,,
X550.L3S304.s.3.sequence,171,,,,,,,,
X550.L3S305.s.3.sequence,,,,,,,,,
X550.L3S306.s.3.sequence,,,,,,,,,
X550.L3S307.s.3.sequence,,,,,,,,,
X550.L3S308.s.3.sequence,,,,,,,,,
X550.L3S309.s.3.sequence,,,,,,,,,
X550.L3S31.s.3.sequence,,,,,,,,,
X550.L3S310.s.3.sequence,,,,,,,,,
X550.L3S311.s.3.sequence,,,,,,,,,
X550.L3S312.s.3.sequence,,,,,,,,,
X550.L3S313.s.3.sequence,,,,,,,,,
X550.L3S314.s.3.sequence,,,,,,,,,
X550.L3S315.s.3.sequence,,,,,,,,,
X550.L3S316.s.3.sequence,,,,,,,,,
X550.L3S317.s.3.sequence,,,,,,,,,
X550.L3S318.s.3.sequence,,,,,,,,,
X550.L3S319.s.3.sequence,167,,,,,,,,
X550.L3S32.s.3.sequence,,,,,,,,,
X550.L3S320.s.3.sequence,,,,,,,,,
X550.L3S321.s.3.sequence,,,,,,,,,
X550.L3S322.s.3.sequence,,,,,,,,,
X550.L3S323.s.3.sequence,344,,,,,,,,
X550.L3S324.s.3.sequence,,,,,,,,,
X550.L3S325.s.3.sequence,,,,,,,,,
X550.L3S326.s.3.sequence,,,,,,,,,
X550.L3S327.s.3.sequence,,,,,,,,,
X550.L3S328.s.3.sequence,,,,,,,,,
X550.L3S329.s.3.sequence,237,,,,,,,,
X550.L3S33.s.3.sequence,,,,,,,,,
X550.L3S330.s.3.sequence,,,,,,,,,
X550.L3S331.s.3.sequence,,,,,,,,,
X550.L3S332.s.3.sequence,,,,,,,,,
X550.L3S333.s.3.sequence,,,,,,,,,
X550.L3S334.s.3.sequence,,,,,,,,,
X550.L3S335.s.3.sequence,,,,,,,,,
X550.L3S336.s.3.sequence,,,,,,,,,
X550.L3S337.s.3.sequence,,,,,,,,,
X550.L3S338.s.3.sequence,,,,,,,,,
X550.L3S339.s.3.sequence,,,,,,,,,
X550.L3S34.s.3.sequence,,,,,,,,,
X550.L3S340.s.3.sequence,,,,,,,,,
X550.L3S341.s.3.sequence,,,,,,,,,
X550.L3S342.s.3.sequence,,,,,,,,,
X550.L3S343.s.3.sequence,,,,,,,,,
X550.L3S344.s.3.sequence,,,,,,,,,
X550.L3S345.s.3.sequence,,,,,,,,,
X550.L3S346.s.3.sequence,,,,,,,,,
X550.L3S347.s.3.sequence,,,,,,,,,
X550.L3S348.s.3.sequence,,,,,,,,,
X550.L3S349.s.3.sequence,,,,,,,,,
X550.L3S35.s.3.sequence,,,,,,,,,
X550.L3S350.s.3.sequence,,,,,,,,,
X550.L3S351.s.3.sequence,,,,,,,,,
X550.L3S352.s.3.sequence,,,,,,,,,
X550.L3S353.s.3.sequence,,,,,,,,,
X550.L3S354.s.3.sequence,,,,,,,,,
X550.L3S355.s.3.sequence,,,,,,,,,
X550.L3S356.s.3.sequence,,,,,,,,,
X550.L3S357.s.3.sequence,,,,,,,,,
X550.L3S358.s.3.sequence,,,,,,,,,
X550.L3S359.s.3.sequence,,,,,,,,,
X550.L3S36.s.3.sequence,,,,,,,,,
X550.L3S360.s.3.sequence,,,,,,,,,
X550.L3S361.s.3.sequence,,,,,,,,,
X550.L3S362.s.3.sequence,,,,,,,,,
X550.L3S363.s.3.sequence,,,,,,,,,
X550.L3S364.s.3.sequence,,,,,,,,,
X550.L3S365.s.3.sequence,,,,,,,,,
X550.L3S366.s.3.sequence,,,,,,,,,
X550.L3S367.s.3.sequence,,,,,,,,,
X550.L3S368.s.3.sequence,,,,,,,,,
X550.L3S369.s.3.sequence,,,,,,,,,
X550.L3S37.s.3.sequence,,,,,,,,,
X550.L3S370.s.3.sequence,,,,,,,,,
X550.L3S371.s.3.sequence,,,,,,,,,
X550.L3S372.s.3.sequence,,,,,,,,,
X550.L3S373.s.3.sequence,,,,,,,,,
X550.L3S374.s.3.sequence,,,,,,,,,
X550.L3S375.s.3.sequence,,,,,,,,,
X550.L3S376.s.3.sequence,,,,,,,,,
X550.L3S377.s.3.sequence,,,,,,,,,
X550.L3S378.s.3.sequence,,,,,,,,,
X550.L3S379.s.3.sequence,94,,,,,,,,
X550.L3S38.s.3.sequence,,,,,,,,,
X550.L3S380.s.3.sequence,95,,,,,,,,
X550.L3S381.s.3.sequence,,,,,,,,,
X550.L3S382.s.3.sequence,,,,,,,,,
X550.L3S39.s.3.sequence,,,,,,,,,
X550.L3S4.s.3.sequence,,,,,,,,,
X550.L3S40.s.3.sequence,,,,,,,,,
X550.L3S41.s.3.sequence,,,,,,,,,
X550.L3S42.s.3.sequence,65,,,,,,,,
X550.L3S43.s.3.sequence,,,,,,,,,
X550.L3S44.s.3.sequence,,,,,,,,,
X550.L3S45.s.3.sequence,,,,,,,,,
X550.L3S46.s.3.sequence,,,,,,,,,
X550.L3S47.s.3.sequence,,,,,,,,,
X550.L3S48.s.3.sequence,,,,,,,,,
X550.L3S49.s.3.sequence,399,,,,,,,,
X550.L3S5.s.3.sequence,,,,,,,,,
X550.L3S50.s.3.sequence,,,,,,,,,
X550.L3S51.s.3.sequence,,,,,,,,,
X550.L3S52.s.3.sequence,,,,,,,,,
X550.L3S53.s.3.sequence,,,,,,,,,
X550.L3S55.s.3.sequence,,,,,,,,,
X550.L3S56.s.3.sequence,,,,,,,,,
X550.L3S57.s.3.sequence,,,,,,,,,
X550.L3S58.s.3.sequence,,,,,,,,,
X550.L3S59.s.3.sequence,,,,,,,,,
X550.L3S6.s.3.sequence,,,,,,,,,
X550.L3S60.s.3.sequence,,,,,,,,,
X550.L3S61.s.3.sequence,,,,,,,,,
X550.L3S62.s.3.sequence,,,,,,,,,
X550.L3S63.s.3.sequence,,,,,,,,,
X550.L3S64.s.3.sequence,,,,,,,,,
X550.L3S65.s.3.sequence,,,,,,,,,
X550.L3S66.s.3.sequence,,,,,,,,,
X550.L3S67.s.3.sequence,,,,,,,,,
X550.L3S68.s.3.sequence,,,,,,,,,
X550.L3S69.s.3.sequence,,,,,,,,,
X550.L3S7.s.3.sequence,,,,,,,,,
